,Model,Data,precision,recall,f1-score,support
joshua_tree,frozen_resnet18,Val,0.8695652173913043,0.9523809523809523,0.9090909090909091,21.0
kangaroo,frozen_resnet18,Val,0.7777777777777778,0.9130434782608695,0.84,23.0
ketch,frozen_resnet18,Val,0.7837837837837838,0.90625,0.8405797101449275,32.0
lamp,frozen_resnet18,Val,1.0,0.8181818181818182,0.9,22.0
laptop,frozen_resnet18,Val,1.0,0.9583333333333334,0.9787234042553191,24.0
llama,frozen_resnet18,Val,0.84,0.84,0.84,25.0
lobster,frozen_resnet18,Val,0.7857142857142857,0.7333333333333333,0.7586206896551724,15.0
lotus,frozen_resnet18,Val,0.7,0.9130434782608695,0.7924528301886793,23.0
mandolin,frozen_resnet18,Val,0.8461538461538461,0.5789473684210527,0.6875,19.0
mayfly,frozen_resnet18,Val,1.0,0.7272727272727273,0.8421052631578947,11.0
menorah,frozen_resnet18,Val,0.7027027027027027,0.9629629629629629,0.8125,27.0
metronome,frozen_resnet18,Val,1.0,1.0,1.0,10.0
minaret,frozen_resnet18,Val,0.9565217391304348,0.9565217391304348,0.9565217391304348,23.0
nautilus,frozen_resnet18,Val,1.0,0.7692307692307693,0.8695652173913043,13.0
octopus,frozen_resnet18,Val,0.25,0.09090909090909091,0.13333333333333333,11.0
okapi,frozen_resnet18,Val,1.0,0.8571428571428571,0.9230769230769231,14.0
pagoda,frozen_resnet18,Val,0.8333333333333334,1.0,0.9090909090909091,15.0
panda,frozen_resnet18,Val,0.8888888888888888,0.8,0.8421052631578947,10.0
pigeon,frozen_resnet18,Val,0.9444444444444444,1.0,0.9714285714285714,17.0
pizza,frozen_resnet18,Val,0.9333333333333333,1.0,0.9655172413793104,14.0
platypus,frozen_resnet18,Val,0.7142857142857143,0.45454545454545453,0.5555555555555556,11.0
pyramid,frozen_resnet18,Val,0.9375,0.8333333333333334,0.8823529411764706,18.0
revolver,frozen_resnet18,Val,0.9655172413793104,0.9655172413793104,0.9655172413793104,29.0
rhino,frozen_resnet18,Val,0.8888888888888888,0.5333333333333333,0.6666666666666666,15.0
rooster,frozen_resnet18,Val,1.0,1.0,1.0,10.0
saxophone,frozen_resnet18,Val,1.0,0.9411764705882353,0.9696969696969697,17.0
schooner,frozen_resnet18,Val,0.7272727272727273,0.47058823529411764,0.5714285714285714,17.0
scissors,frozen_resnet18,Val,0.8333333333333334,0.9090909090909091,0.8695652173913043,11.0
scorpion,frozen_resnet18,Val,0.7241379310344828,0.9545454545454546,0.8235294117647058,22.0
sea_horse,frozen_resnet18,Val,0.6842105263157895,0.6842105263157895,0.6842105263157895,19.0
snoopy,frozen_resnet18,Val,0.5625,0.75,0.6428571428571429,12.0
soccer_ball,frozen_resnet18,Val,0.9565217391304348,0.9565217391304348,0.9565217391304348,23.0
stapler,frozen_resnet18,Val,1.0,0.8,0.8888888888888888,15.0
starfish,frozen_resnet18,Val,0.9230769230769231,0.8571428571428571,0.8888888888888888,28.0
stegosaurus,frozen_resnet18,Val,0.5789473684210527,0.7857142857142857,0.6666666666666666,14.0
stop_sign,frozen_resnet18,Val,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
strawberry,frozen_resnet18,Val,1.0,1.0,1.0,6.0
sunflower,frozen_resnet18,Val,1.0,1.0,1.0,30.0
tick,frozen_resnet18,Val,0.8125,0.9285714285714286,0.8666666666666667,14.0
trilobite,frozen_resnet18,Val,0.896551724137931,1.0,0.9454545454545454,26.0
umbrella,frozen_resnet18,Val,0.95,0.9047619047619048,0.926829268292683,21.0
watch,frozen_resnet18,Val,0.9620253164556962,0.9743589743589743,0.9681528662420382,78.0
water_lilly,frozen_resnet18,Val,1.0,0.15384615384615385,0.26666666666666666,13.0
wheelchair,frozen_resnet18,Val,0.8461538461538461,0.8461538461538461,0.8461538461538461,13.0
wild_cat,frozen_resnet18,Val,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
windsor_chair,frozen_resnet18,Val,0.9444444444444444,1.0,0.9714285714285714,17.0
wrench,frozen_resnet18,Val,0.5833333333333334,0.5384615384615384,0.56,13.0
yin_yang,frozen_resnet18,Val,0.7391304347826086,0.8947368421052632,0.8095238095238095,19.0
accuracy,frozen_resnet18,Val,0.8744239631336406,0.8744239631336406,0.8744239631336406,0.8744239631336406
macro avg,frozen_resnet18,Val,0.8472290735232598,0.821142249653814,0.8254827784183975,2604.0
weighted avg,frozen_resnet18,Val,0.8765705047943594,0.8744239631336406,0.8703252010776532,2604.0
Faces,resnet18,Val,0.9694656488549618,0.9621212121212122,0.9657794676806084,132.0
Faces_easy,resnet18,Val,0.9618320610687023,0.9692307692307692,0.9655172413793104,130.0
Leopards,resnet18,Val,0.9848484848484849,1.0,0.9923664122137404,65.0
Motorbikes,resnet18,Val,1.0,1.0,1.0,245.0
accordion,resnet18,Val,1.0,1.0,1.0,18.0
airplanes,resnet18,Val,0.9873949579831933,1.0,0.9936575052854123,235.0
anchor,resnet18,Val,0.7857142857142857,0.9166666666666666,0.8461538461538461,12.0
ant,resnet18,Val,0.6923076923076923,0.8181818181818182,0.75,11.0
barrel,resnet18,Val,0.9375,1.0,0.967741935483871,15.0
bass,resnet18,Val,1.0,0.6666666666666666,0.8,15.0
beaver,resnet18,Val,1.0,0.7142857142857143,0.8333333333333334,14.0
binocular,resnet18,Val,1.0,0.9333333333333333,0.9655172413793104,15.0
bonsai,resnet18,Val,0.9444444444444444,1.0,0.9714285714285714,34.0
brain,resnet18,Val,0.9090909090909091,0.967741935483871,0.9375,31.0
brontosaurus,resnet18,Val,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
buddha,resnet18,Val,0.9130434782608695,1.0,0.9545454545454546,21.0
butterfly,resnet18,Val,1.0,0.9428571428571428,0.9705882352941176,35.0
camera,resnet18,Val,0.875,0.7777777777777778,0.8235294117647058,9.0
cannon,resnet18,Val,0.9166666666666666,1.0,0.9565217391304348,11.0
car_side,resnet18,Val,1.0,1.0,1.0,30.0
ceiling_fan,resnet18,Val,0.9375,0.8333333333333334,0.8823529411764706,18.0
cellphone,resnet18,Val,1.0,0.9523809523809523,0.975609756097561,21.0
chair,resnet18,Val,1.0,0.8421052631578947,0.9142857142857143,19.0
chandelier,resnet18,Val,0.8333333333333334,0.967741935483871,0.8955223880597015,31.0
cougar_body,resnet18,Val,0.9,0.6428571428571429,0.75,14.0
cougar_face,resnet18,Val,0.8823529411764706,0.8333333333333334,0.8571428571428571,18.0
crab,resnet18,Val,0.75,0.6666666666666666,0.7058823529411765,18.0
crayfish,resnet18,Val,0.7777777777777778,0.5833333333333334,0.6666666666666666,24.0
crocodile,resnet18,Val,0.5,0.7272727272727273,0.5925925925925926,11.0
crocodile_head,resnet18,Val,0.8461538461538461,0.6875,0.7586206896551724,16.0
cup,resnet18,Val,1.0,0.9411764705882353,0.9696969696969697,17.0
dalmatian,resnet18,Val,1.0,1.0,1.0,16.0
dollar_bill,resnet18,Val,1.0,1.0,1.0,16.0
dolphin,resnet18,Val,0.7222222222222222,1.0,0.8387096774193549,13.0
dragonfly,resnet18,Val,0.95,0.9047619047619048,0.926829268292683,21.0
electric_guitar,resnet18,Val,1.0,0.9655172413793104,0.9824561403508771,29.0
elephant,resnet18,Val,0.9473684210526315,0.8571428571428571,0.9,21.0
emu,resnet18,Val,1.0,0.9411764705882353,0.9696969696969697,17.0
euphonium,resnet18,Val,0.8260869565217391,1.0,0.9047619047619048,19.0
ewer,resnet18,Val,0.9473684210526315,1.0,0.972972972972973,18.0
ferry,resnet18,Val,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
flamingo,resnet18,Val,0.85,0.7727272727272727,0.8095238095238095,22.0
flamingo_head,resnet18,Val,0.8666666666666667,1.0,0.9285714285714286,13.0
garfield,resnet18,Val,1.0,0.9166666666666666,0.9565217391304348,12.0
gerenuk,resnet18,Val,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
gramophone,resnet18,Val,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
grand_piano,resnet18,Val,0.96875,1.0,0.9841269841269841,31.0
hawksbill,resnet18,Val,0.9696969696969697,1.0,0.9846153846153847,32.0
headphone,resnet18,Val,0.8461538461538461,0.9166666666666666,0.88,12.0
hedgehog,resnet18,Val,0.9090909090909091,1.0,0.9523809523809523,10.0
helicopter,resnet18,Val,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
ibis,resnet18,Val,1.0,0.8571428571428571,0.9230769230769231,21.0
inline_skate,resnet18,Val,0.8888888888888888,1.0,0.9411764705882353,8.0
joshua_tree,resnet18,Val,1.0,0.9523809523809523,0.975609756097561,21.0
kangaroo,resnet18,Val,0.9166666666666666,0.9565217391304348,0.9361702127659575,23.0
ketch,resnet18,Val,0.8235294117647058,0.875,0.8484848484848485,32.0
lamp,resnet18,Val,0.95,0.8636363636363636,0.9047619047619048,22.0
laptop,resnet18,Val,0.96,1.0,0.9795918367346939,24.0
llama,resnet18,Val,1.0,0.88,0.9361702127659575,25.0
lobster,resnet18,Val,0.8333333333333334,0.6666666666666666,0.7407407407407407,15.0
lotus,resnet18,Val,0.8095238095238095,0.7391304347826086,0.7727272727272727,23.0
mandolin,resnet18,Val,1.0,0.9473684210526315,0.972972972972973,19.0
mayfly,resnet18,Val,1.0,0.7272727272727273,0.8421052631578947,11.0
menorah,resnet18,Val,0.9615384615384616,0.9259259259259259,0.9433962264150944,27.0
metronome,resnet18,Val,1.0,1.0,1.0,10.0
minaret,resnet18,Val,0.9583333333333334,1.0,0.9787234042553191,23.0
nautilus,resnet18,Val,0.9166666666666666,0.8461538461538461,0.88,13.0
octopus,resnet18,Val,0.75,0.8181818181818182,0.782608695652174,11.0
okapi,resnet18,Val,1.0,1.0,1.0,14.0
pagoda,resnet18,Val,1.0,1.0,1.0,15.0
panda,resnet18,Val,0.9090909090909091,1.0,0.9523809523809523,10.0
pigeon,resnet18,Val,1.0,0.8823529411764706,0.9375,17.0
pizza,resnet18,Val,0.9333333333333333,1.0,0.9655172413793104,14.0
platypus,resnet18,Val,0.5714285714285714,0.7272727272727273,0.64,11.0
pyramid,resnet18,Val,1.0,1.0,1.0,18.0
revolver,resnet18,Val,1.0,0.9655172413793104,0.9824561403508771,29.0
rhino,resnet18,Val,0.9375,1.0,0.967741935483871,15.0
rooster,resnet18,Val,0.9090909090909091,1.0,0.9523809523809523,10.0
saxophone,resnet18,Val,1.0,0.8823529411764706,0.9375,17.0
schooner,resnet18,Val,0.7333333333333333,0.6470588235294118,0.6875,17.0
scissors,resnet18,Val,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
scorpion,resnet18,Val,0.9130434782608695,0.9545454545454546,0.9333333333333333,22.0
sea_horse,resnet18,Val,0.9411764705882353,0.8421052631578947,0.8888888888888888,19.0
snoopy,resnet18,Val,0.9230769230769231,1.0,0.96,12.0
soccer_ball,resnet18,Val,1.0,0.9130434782608695,0.9545454545454546,23.0
stapler,resnet18,Val,0.8235294117647058,0.9333333333333333,0.875,15.0
starfish,resnet18,Val,0.9285714285714286,0.9285714285714286,0.9285714285714286,28.0
stegosaurus,resnet18,Val,0.875,1.0,0.9333333333333333,14.0
stop_sign,resnet18,Val,1.0,0.9545454545454546,0.9767441860465116,22.0
strawberry,resnet18,Val,1.0,1.0,1.0,6.0
sunflower,resnet18,Val,1.0,0.9666666666666667,0.9830508474576272,30.0
tick,resnet18,Val,0.9333333333333333,1.0,0.9655172413793104,14.0
trilobite,resnet18,Val,0.9629629629629629,1.0,0.9811320754716981,26.0
umbrella,resnet18,Val,0.875,1.0,0.9333333333333333,21.0
watch,resnet18,Val,0.987012987012987,0.9743589743589743,0.9806451612903225,78.0
water_lilly,resnet18,Val,0.6,0.6923076923076923,0.6428571428571429,13.0
wheelchair,resnet18,Val,0.8666666666666667,1.0,0.9285714285714286,13.0
wild_cat,resnet18,Val,0.7777777777777778,1.0,0.875,7.0
windsor_chair,resnet18,Val,1.0,1.0,1.0,17.0
wrench,resnet18,Val,0.6470588235294118,0.8461538461538461,0.7333333333333333,13.0
yin_yang,resnet18,Val,0.9,0.9473684210526315,0.9230769230769231,19.0
accuracy,resnet18,Val,0.9389400921658986,0.9389400921658986,0.9389400921658986,0.9389400921658986
macro avg,resnet18,Val,0.9137162157694695,0.9128237492653446,0.9098315603062763,2604.0
weighted avg,resnet18,Val,0.9424809400566906,0.9389400921658986,0.9386950009662611,2604.0
Faces,partially_unfrozen_resnet18,Val,0.9259259259259259,0.946969696969697,0.9363295880149812,132.0
Faces_easy,partially_unfrozen_resnet18,Val,0.9448818897637795,0.9230769230769231,0.933852140077821,130.0
Leopards,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,65.0
Motorbikes,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,245.0
accordion,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,18.0
airplanes,partially_unfrozen_resnet18,Val,0.9957446808510638,0.9957446808510638,0.9957446808510638,235.0
anchor,partially_unfrozen_resnet18,Val,0.8571428571428571,0.5,0.631578947368421,12.0
ant,partially_unfrozen_resnet18,Val,0.5714285714285714,0.7272727272727273,0.64,11.0
barrel,partially_unfrozen_resnet18,Val,1.0,0.9333333333333333,0.9655172413793104,15.0
bass,partially_unfrozen_resnet18,Val,0.6666666666666666,0.8,0.7272727272727273,15.0
beaver,partially_unfrozen_resnet18,Val,0.7857142857142857,0.7857142857142857,0.7857142857142857,14.0
binocular,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,15.0
bonsai,partially_unfrozen_resnet18,Val,0.9411764705882353,0.9411764705882353,0.9411764705882353,34.0
brain,partially_unfrozen_resnet18,Val,0.9375,0.967741935483871,0.9523809523809523,31.0
brontosaurus,partially_unfrozen_resnet18,Val,0.5625,0.6428571428571429,0.6,14.0
buddha,partially_unfrozen_resnet18,Val,0.9523809523809523,0.9523809523809523,0.9523809523809523,21.0
butterfly,partially_unfrozen_resnet18,Val,0.8611111111111112,0.8857142857142857,0.8732394366197183,35.0
camera,partially_unfrozen_resnet18,Val,0.8333333333333334,0.5555555555555556,0.6666666666666666,9.0
cannon,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,11.0
car_side,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,30.0
ceiling_fan,partially_unfrozen_resnet18,Val,0.8823529411764706,0.8333333333333334,0.8571428571428571,18.0
cellphone,partially_unfrozen_resnet18,Val,0.9523809523809523,0.9523809523809523,0.9523809523809523,21.0
chair,partially_unfrozen_resnet18,Val,0.8666666666666667,0.6842105263157895,0.7647058823529411,19.0
chandelier,partially_unfrozen_resnet18,Val,0.9333333333333333,0.9032258064516129,0.9180327868852459,31.0
cougar_body,partially_unfrozen_resnet18,Val,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
cougar_face,partially_unfrozen_resnet18,Val,1.0,0.8888888888888888,0.9411764705882353,18.0
crab,partially_unfrozen_resnet18,Val,0.7894736842105263,0.8333333333333334,0.8108108108108109,18.0
crayfish,partially_unfrozen_resnet18,Val,0.6521739130434783,0.625,0.6382978723404256,24.0
crocodile,partially_unfrozen_resnet18,Val,0.6153846153846154,0.7272727272727273,0.6666666666666666,11.0
crocodile_head,partially_unfrozen_resnet18,Val,0.7857142857142857,0.6875,0.7333333333333333,16.0
cup,partially_unfrozen_resnet18,Val,0.9333333333333333,0.8235294117647058,0.875,17.0
dalmatian,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,16.0
dollar_bill,partially_unfrozen_resnet18,Val,1.0,0.9375,0.967741935483871,16.0
dolphin,partially_unfrozen_resnet18,Val,0.75,0.9230769230769231,0.8275862068965517,13.0
dragonfly,partially_unfrozen_resnet18,Val,0.782608695652174,0.8571428571428571,0.8181818181818182,21.0
electric_guitar,partially_unfrozen_resnet18,Val,0.96,0.8275862068965517,0.8888888888888888,29.0
elephant,partially_unfrozen_resnet18,Val,0.8636363636363636,0.9047619047619048,0.8837209302325582,21.0
emu,partially_unfrozen_resnet18,Val,0.9411764705882353,0.9411764705882353,0.9411764705882353,17.0
euphonium,partially_unfrozen_resnet18,Val,0.9047619047619048,1.0,0.95,19.0
ewer,partially_unfrozen_resnet18,Val,0.9411764705882353,0.8888888888888888,0.9142857142857143,18.0
ferry,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,22.0
flamingo,partially_unfrozen_resnet18,Val,0.95,0.8636363636363636,0.9047619047619048,22.0
flamingo_head,partially_unfrozen_resnet18,Val,0.8571428571428571,0.9230769230769231,0.8888888888888888,13.0
garfield,partially_unfrozen_resnet18,Val,0.8181818181818182,0.75,0.782608695652174,12.0
gerenuk,partially_unfrozen_resnet18,Val,0.75,0.8571428571428571,0.8,7.0
gramophone,partially_unfrozen_resnet18,Val,1.0,0.7857142857142857,0.88,14.0
grand_piano,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,31.0
hawksbill,partially_unfrozen_resnet18,Val,0.9393939393939394,0.96875,0.9538461538461539,32.0
headphone,partially_unfrozen_resnet18,Val,0.9166666666666666,0.9166666666666666,0.9166666666666666,12.0
hedgehog,partially_unfrozen_resnet18,Val,0.7142857142857143,1.0,0.8333333333333334,10.0
helicopter,partially_unfrozen_resnet18,Val,0.9523809523809523,0.9090909090909091,0.9302325581395349,22.0
ibis,partially_unfrozen_resnet18,Val,0.9545454545454546,1.0,0.9767441860465116,21.0
inline_skate,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,8.0
joshua_tree,partially_unfrozen_resnet18,Val,0.9523809523809523,0.9523809523809523,0.9523809523809523,21.0
kangaroo,partially_unfrozen_resnet18,Val,0.875,0.9130434782608695,0.8936170212765957,23.0
ketch,partially_unfrozen_resnet18,Val,0.7777777777777778,0.875,0.8235294117647058,32.0
lamp,partially_unfrozen_resnet18,Val,0.95,0.8636363636363636,0.9047619047619048,22.0
laptop,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,24.0
llama,partially_unfrozen_resnet18,Val,0.9130434782608695,0.84,0.875,25.0
lobster,partially_unfrozen_resnet18,Val,0.8,0.5333333333333333,0.64,15.0
lotus,partially_unfrozen_resnet18,Val,0.7894736842105263,0.6521739130434783,0.7142857142857143,23.0
mandolin,partially_unfrozen_resnet18,Val,0.9473684210526315,0.9473684210526315,0.9473684210526315,19.0
mayfly,partially_unfrozen_resnet18,Val,1.0,0.9090909090909091,0.9523809523809523,11.0
menorah,partially_unfrozen_resnet18,Val,0.7941176470588235,1.0,0.8852459016393442,27.0
metronome,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,10.0
minaret,partially_unfrozen_resnet18,Val,0.9583333333333334,1.0,0.9787234042553191,23.0
nautilus,partially_unfrozen_resnet18,Val,1.0,0.7692307692307693,0.8695652173913043,13.0
octopus,partially_unfrozen_resnet18,Val,0.5714285714285714,0.36363636363636365,0.4444444444444444,11.0
okapi,partially_unfrozen_resnet18,Val,1.0,0.9285714285714286,0.9629629629629629,14.0
pagoda,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,15.0
panda,partially_unfrozen_resnet18,Val,0.9090909090909091,1.0,0.9523809523809523,10.0
pigeon,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,17.0
pizza,partially_unfrozen_resnet18,Val,0.8235294117647058,1.0,0.9032258064516129,14.0
platypus,partially_unfrozen_resnet18,Val,0.7142857142857143,0.45454545454545453,0.5555555555555556,11.0
pyramid,partially_unfrozen_resnet18,Val,1.0,0.9444444444444444,0.9714285714285714,18.0
revolver,partially_unfrozen_resnet18,Val,1.0,0.9655172413793104,0.9824561403508771,29.0
rhino,partially_unfrozen_resnet18,Val,0.9090909090909091,0.6666666666666666,0.7692307692307693,15.0
rooster,partially_unfrozen_resnet18,Val,1.0,0.9,0.9473684210526315,10.0
saxophone,partially_unfrozen_resnet18,Val,0.9411764705882353,0.9411764705882353,0.9411764705882353,17.0
schooner,partially_unfrozen_resnet18,Val,0.6666666666666666,0.5882352941176471,0.625,17.0
scissors,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,11.0
scorpion,partially_unfrozen_resnet18,Val,0.8461538461538461,1.0,0.9166666666666666,22.0
sea_horse,partially_unfrozen_resnet18,Val,0.8333333333333334,0.7894736842105263,0.8108108108108109,19.0
snoopy,partially_unfrozen_resnet18,Val,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0
soccer_ball,partially_unfrozen_resnet18,Val,1.0,0.9565217391304348,0.9777777777777777,23.0
stapler,partially_unfrozen_resnet18,Val,0.8823529411764706,1.0,0.9375,15.0
starfish,partially_unfrozen_resnet18,Val,0.9615384615384616,0.8928571428571429,0.9259259259259259,28.0
stegosaurus,partially_unfrozen_resnet18,Val,0.8125,0.9285714285714286,0.8666666666666667,14.0
stop_sign,partially_unfrozen_resnet18,Val,1.0,0.9090909090909091,0.9523809523809523,22.0
strawberry,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,6.0
sunflower,partially_unfrozen_resnet18,Val,0.9375,1.0,0.967741935483871,30.0
tick,partially_unfrozen_resnet18,Val,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
trilobite,partially_unfrozen_resnet18,Val,1.0,1.0,1.0,26.0
umbrella,partially_unfrozen_resnet18,Val,1.0,0.9523809523809523,0.975609756097561,21.0
watch,partially_unfrozen_resnet18,Val,0.9625,0.9871794871794872,0.9746835443037974,78.0
water_lilly,partially_unfrozen_resnet18,Val,0.6428571428571429,0.6923076923076923,0.6666666666666666,13.0
wheelchair,partially_unfrozen_resnet18,Val,0.9230769230769231,0.9230769230769231,0.9230769230769231,13.0
wild_cat,partially_unfrozen_resnet18,Val,0.75,0.8571428571428571,0.8,7.0
windsor_chair,partially_unfrozen_resnet18,Val,0.85,1.0,0.918918918918919,17.0
wrench,partially_unfrozen_resnet18,Val,0.42857142857142855,0.6923076923076923,0.5294117647058824,13.0
yin_yang,partially_unfrozen_resnet18,Val,0.72,0.9473684210526315,0.8181818181818182,19.0
accuracy,partially_unfrozen_resnet18,Val,0.9185867895545314,0.9185867895545314,0.9185867895545314,0.9185867895545314
macro avg,partially_unfrozen_resnet18,Val,0.8881631031754516,0.8804534879065142,0.8801111169906662,2604.0
weighted avg,partially_unfrozen_resnet18,Val,0.9223373464682477,0.9185867895545314,0.9181061450599101,2604.0
